date,start_city,end_city,distance_km,cargo_weight_kg,vehicle_type,weather_condition,traffic_density,fuel_type,fuel_consumption_liters,carbon_emissions_kg,delivery_time_hours,cost_inr
2023-03-10,Ahmedabad,Kolkata,1762.71,3251.54,Container,Clear,Low,Electric,729.96,461.46,23.41,24704.09
2023-07-05,Pune,Hyderabad,534.63,3634.93,Truck,Foggy,Low,Petrol,186.29,461.56,8.61,6369.67
2023-03-07,Jaipur,Ahmedabad,571.07,1186.43,Container,Cloudy,High,Diesel,272.5,762.59,7.23,6736.43
2023-09-14,Hyderabad,Lucknow,1179.25,2408.59,Van,Rainy,Low,Electric,219.49,124.51,28.34,10959.54
2023-06-17,Hyderabad,Jaipur,1108.36,4665.06,Container,Foggy,Low,Petrol,584.14,1362.86,14.35,13670.77
2023-12-29,Pune,Kolkata,1622.46,4931.79,Container,Cloudy,High,Electric,1033.4,510.2,25.95,20839.01
2024-02-12,Mumbai,Pune,251.88,2295.51,Van,Clear,Medium,CNG,44.52,90.89,3.32,4700.5
2024-01-05,Mumbai,Jaipur,919.96,4112.84,Van,Stormy,High,Petrol,274.27,606.52,21.88,12510.08
2023-04-08,Jaipur,Pune,998.46,4639.35,Truck,Rainy,Low,Diesel,389.78,802.18,24.5,12499.78
2024-03-22,Bangalore,Ahmedabad,1182.72,3818.76,Container,Rainy,Medium,Electric,704.83,306.77,16.0,17393.39
2023-09-27,Bangalore,Lucknow,1509.29,2535.98,Truck,Stormy,Medium,Electric,628.58,306.1,27.41,23449.77
2023-11-09,Ahmedabad,Lucknow,1009.65,2742.65,Van,Stormy,Medium,CNG,240.43,453.71,17.01,16214.52
2023-12-27,Kolkata,Lucknow,990.49,2130.77,Van,Rainy,Medium,CNG,207.27,395.77,20.51,13877.29
2023-05-28,Hyderabad,Jaipur,1191.62,558.93,Van,Stormy,High,CNG,265.8,573.74,26.55,15456.33
2023-05-28,Pune,Ahmedabad,468.84,4824.82,Van,Rainy,Medium,Diesel,119.9,337.92,5.99,6422.49
2024-02-28,Ahmedabad,Kolkata,1740.23,884.07,Container,Foggy,Low,Petrol,680.69,1398.4,28.28,25729.67
2023-05-05,Kolkata,Bangalore,1601.5,3179.23,Truck,Stormy,High,Petrol,792.67,1860.04,38.1,24549.24
2024-01-03,Chennai,Kolkata,1385.12,1444.58,Truck,Clear,Medium,CNG,405.11,784.02,23.52,18407.99
2023-09-02,Bangalore,Mumbai,850.56,1358.09,Container,Rainy,Medium,Electric,416.62,211.54,12.88,11984.19
2023-10-01,Kolkata,Pune,1670.3,3041.79,Van,Clear,Low,Petrol,272.3,594.82,24.02,24825.48
2024-02-08,Mumbai,Chennai,1125.83,2483.43,Van,Rainy,Low,Electric,210.81,77.38,18.82,17629.63
2024-04-20,Kolkata,Mumbai,1824.54,1198.58,Truck,Cloudy,High,Diesel,619.78,1316.62,23.0,18830.01
2023-05-20,Jaipur,Lucknow,587.18,4757.52,Van,Rainy,High,Electric,168.97,82.33,12.31,7539.18
2023-01-08,Bangalore,Jaipur,1490.0,3398.0,Container,Cloudy,High,Petrol,851.55,1814.08,21.45,21866.74
2024-02-28,Lucknow,Chennai,1511.55,1202.69,Truck,Stormy,High,Electric,635.94,315.76,26.47,16163.47
2024-04-24,Pune,Delhi,1233.2,621.93,Truck,Rainy,Medium,CNG,401.7,878.39,24.7,12427.79
2023-05-14,Chennai,Jaipur,1578.53,3523.52,Van,Cloudy,Medium,Diesel,322.21,800.63,23.86,22044.83
2023-12-18,Mumbai,Bangalore,830.08,3437.36,Van,Cloudy,Low,Electric,146.4,76.78,13.81,13560.44
2023-04-23,Kolkata,Delhi,1405.75,1594.27,Container,Cloudy,Medium,Petrol,615.02,1388.13,17.95,16748.62
2024-01-26,Ahmedabad,Hyderabad,942.58,4235.99,Van,Stormy,Medium,Petrol,250.76,604.99,18.89,14638.4
2023-02-09,Delhi,Lucknow,556.17,1422.43,Van,Stormy,High,CNG,134.2,234.14,7.25,5597.46
2023-03-26,Jaipur,Lucknow,602.34,558.51,Truck,Stormy,High,Petrol,238.85,534.66,11.34,7291.92
2024-04-05,Delhi,Kolkata,1339.8,4517.02,Container,Stormy,Medium,Diesel,908.68,2864.99,22.18,20561.3
2023-10-14,Ahmedabad,Bangalore,1221.09,1667.41,Container,Foggy,Medium,Diesel,588.8,1743.51,20.88,17499.59
2023-10-24,Mumbai,Ahmedabad,505.17,1706.29,Van,Clear,High,Petrol,96.1,183.07,11.77,6392.75
2023-05-27,Delhi,Lucknow,409.83,2984.21,Truck,Clear,Medium,Diesel,135.99,428.41,7.27,6976.81
2023-02-11,Pune,Hyderabad,441.48,4768.04,Van,Foggy,Medium,Electric,107.78,50.95,6.56,7961.09
2023-10-03,Jaipur,Bangalore,1533.13,4408.11,Container,Cloudy,Low,Petrol,724.81,1741.15,27.51,15835.79
2023-09-30,Chennai,Mumbai,1104.99,4099.35,Truck,Cloudy,Medium,Electric,418.06,208.38,20.03,12666.07
2023-01-17,Ahmedabad,Hyderabad,888.85,1709.05,Truck,Cloudy,Low,Diesel,242.84,647.11,12.28,10573.79
2023-08-17,Mumbai,Kolkata,1870.0,1660.49,Truck,Clear,Low,Diesel,484.56,1385.92,29.26,24996.29
2023-04-30,Mumbai,Kolkata,1770.78,4929.81,Container,Clear,Medium,Electric,950.1,466.31,28.75,25982.15
2023-10-23,Mumbai,Chennai,991.98,1725.38,Container,Cloudy,Low,CNG,381.65,747.87,15.52,13468.51
2023-07-31,Hyderabad,Chennai,526.78,1733.25,Van,Rainy,High,Petrol,120.53,251.17,10.13,5305.61
2023-01-25,Lucknow,Bangalore,1684.71,4233.84,Container,Foggy,High,Electric,1120.31,600.35,21.35,26698.7
2023-06-03,Pune,Lucknow,1226.66,3202.33,Van,Foggy,Medium,Petrol,267.72,679.2,22.28,17892.3
2024-02-17,Ahmedabad,Chennai,1345.41,4614.85,Truck,Cloudy,High,Petrol,596.44,1448.09,22.99,13613.39
2023-05-05,Pune,Ahmedabad,427.66,2835.13,Container,Stormy,Low,Electric,222.99,97.23,8.52,5827.48
2023-01-27,Delhi,Jaipur,229.31,3214.18,Van,Clear,High,Petrol,49.24,116.0,4.52,4522.9
2023-09-03,Lucknow,Mumbai,1212.84,1799.12,Truck,Rainy,High,Petrol,496.1,984.78,25.08,18302.94
2024-01-18,Kolkata,Mumbai,1829.31,1837.05,Truck,Rainy,High,Diesel,750.66,1833.97,22.87,21685.62
2024-02-02,Chennai,Kolkata,1336.95,3486.52,Van,Rainy,High,CNG,351.6,861.66,26.05,16802.39
2023-08-27,Hyderabad,Kolkata,1243.15,1467.23,Van,Cloudy,High,Electric,243.23,123.79,28.29,19218.32
2023-01-24,Ahmedabad,Hyderabad,878.25,2733.65,Truck,Cloudy,Medium,Electric,300.08,151.87,14.05,9753.13
2023-06-01,Bangalore,Mumbai,771.83,3969.1,Van,Stormy,High,Electric,227.76,125.12,16.74,9941.36
2023-05-12,Pune,Chennai,931.63,3597.81,Van,Stormy,High,CNG,267.61,611.11,13.21,12438.42
2024-01-04,Ahmedabad,Jaipur,482.33,4185.96,Truck,Cloudy,Low,Petrol,159.65,354.04,7.8,6573.04
2024-01-27,Jaipur,Mumbai,959.48,1724.65,Container,Clear,Low,Diesel,351.55,1033.78,23.83,9461.64
2023-09-16,Chennai,Delhi,1681.13,912.12,Container,Rainy,Low,Petrol,687.93,1770.93,28.87,14616.51
2023-09-30,Lucknow,Ahmedabad,1018.21,1333.1,Container,Foggy,Low,Diesel,414.7,1180.38,16.41,8896.72
2024-02-17,Jaipur,Kolkata,1530.01,3795.01,Container,Cloudy,Low,Electric,692.56,350.42,19.72,16057.52
2024-02-22,Delhi,Lucknow,501.84,3615.24,Truck,Rainy,Low,CNG,182.21,391.68,9.26,8614.9
2023-12-23,Delhi,Pune,1163.73,2702.41,Van,Foggy,High,Petrol,276.24,678.51,23.73,16233.33
2023-10-10,Delhi,Mumbai,1188.56,1312.59,Truck,Foggy,Medium,Electric,395.15,201.68,20.13,15462.49
2023-10-17,Bangalore,Delhi,1788.09,652.76,Van,Foggy,High,CNG,355.96,699.81,22.61,26820.23
2023-05-19,Jaipur,Mumbai,873.81,4659.78,Truck,Rainy,High,Electric,444.08,245.42,20.87,9775.13
2023-01-09,Kolkata,Lucknow,1006.72,4300.47,Container,Clear,Low,CNG,449.89,865.77,12.83,14340.88
2023-10-18,Pune,Delhi,1233.33,666.53,Van,Rainy,High,Petrol,256.53,562.0,16.81,13559.64
2023-09-14,Jaipur,Hyderabad,1028.91,1042.55,Van,Rainy,High,Diesel,221.56,623.52,14.74,11243.58
2024-05-11,Delhi,Ahmedabad,817.76,2029.44,Truck,Clear,Medium,Electric,251.39,119.68,11.53,7726.39
2023-08-10,Kolkata,Jaipur,1463.73,1918.81,Van,Rainy,Medium,Electric,300.94,152.5,30.86,18672.15
2023-02-12,Pune,Delhi,1258.77,1934.39,Container,Cloudy,Low,Diesel,492.93,1347.02,24.82,14385.65
2023-01-03,Bangalore,Ahmedabad,1290.61,3271.38,Van,Cloudy,Low,Diesel,224.81,619.54,16.61,15978.45
2023-08-18,Kolkata,Delhi,1427.4,4725.8,Truck,Clear,Low,Electric,467.1,258.44,22.92,18902.34
2023-11-02,Delhi,Mumbai,1228.24,2308.69,Truck,Cloudy,High,Diesel,458.58,1145.0,19.21,13769.6
2024-01-07,Pune,Mumbai,239.89,4431.55,Van,Foggy,Medium,Diesel,57.23,147.82,3.15,5655.01
2023-05-18,Chennai,Lucknow,1445.55,3819.12,Truck,Foggy,Low,Petrol,510.5,971.88,27.77,18463.83
2023-09-05,Delhi,Chennai,1748.27,2095.8,Van,Cloudy,Medium,CNG,319.18,601.77,24.52,19453.45
2023-02-24,Chennai,Jaipur,1563.44,1551.23,Container,Stormy,Low,Electric,733.68,328.29,34.42,13357.22
2023-06-21,Pune,Hyderabad,527.42,2229.47,Container,Foggy,Medium,Electric,266.57,136.41,9.22,8374.58
2023-09-03,Lucknow,Bangalore,1530.9,4774.83,Van,Cloudy,High,Petrol,385.93,952.36,29.12,24971.32
2023-06-16,Hyderabad,Kolkata,1287.6,4751.29,Container,Foggy,High,Petrol,887.37,2005.95,23.39,20035.7
2023-12-16,Pune,Hyderabad,644.64,1251.65,Truck,Stormy,Low,Petrol,209.54,451.9,9.12,5904.43
2024-02-24,Ahmedabad,Chennai,1403.92,3234.82,Van,Cloudy,High,Diesel,317.03,891.49,18.99,20662.02
2023-12-04,Ahmedabad,Bangalore,1168.72,1294.38,Container,Cloudy,Low,CNG,433.13,846.48,25.32,13458.63
2023-10-01,Pune,Delhi,1155.26,4008.13,Van,Stormy,Medium,Electric,302.42,142.81,19.17,18689.2
2023-02-25,Pune,Lucknow,1189.06,4860.96,Truck,Cloudy,High,Diesel,536.01,1412.35,16.8,17416.43
2024-05-10,Hyderabad,Bangalore,570.82,3632.09,Container,Stormy,Low,Electric,316.12,149.04,8.14,10241.37
2023-09-19,Pune,Delhi,1203.6,1509.98,Truck,Clear,Medium,Petrol,354.03,787.02,17.23,15084.98
2024-01-31,Lucknow,Chennai,1539.79,3168.23,Van,Cloudy,Medium,Electric,306.05,129.83,22.92,21344.32
2023-08-01,Bangalore,Pune,700.63,4448.57,Truck,Foggy,Low,CNG,258.7,510.14,9.12,8250.36
2023-09-24,Bangalore,Pune,711.99,4499.37,Van,Cloudy,Medium,Petrol,155.82,345.99,12.0,10318.78
2024-02-19,Ahmedabad,Jaipur,587.4,2978.86,Van,Clear,Medium,Diesel,109.59,325.53,8.58,6281.53
2023-09-22,Hyderabad,Delhi,1256.93,2177.1,Container,Rainy,High,Petrol,746.16,1586.03,26.76,12552.97
2023-04-06,Jaipur,Pune,1000.05,2731.44,Van,Rainy,Medium,Petrol,219.63,459.11,15.24,12391.2
2023-01-03,Mumbai,Kolkata,1736.36,4330.43,Van,Stormy,Medium,Electric,465.0,237.7,25.46,18557.3
2023-04-11,Delhi,Bangalore,1573.12,3165.84,Container,Rainy,Medium,CNG,893.18,1581.98,26.98,17056.88
2023-11-09,Ahmedabad,Lucknow,997.46,3551.07,Container,Cloudy,High,Electric,576.57,318.39,17.91,10552.83
2024-04-15,Hyderabad,Jaipur,1017.2,4453.83,Container,Rainy,High,CNG,716.74,1454.8,15.75,10967.98
2023-04-04,Bangalore,Pune,772.16,4327.62,Truck,Rainy,Medium,Diesel,339.27,1010.06,14.06,9105.19
2023-08-05,Pune,Ahmedabad,539.98,4266.56,Container,Rainy,High,Electric,375.55,201.2,11.38,8855.23
2023-04-06,Bangalore,Lucknow,1637.77,3283.75,Truck,Foggy,Medium,Petrol,639.37,1649.66,31.15,19914.44
2024-02-22,Mumbai,Pune,100.0,4463.92,Truck,Foggy,Low,Petrol,36.96,89.49,1.81,3425.07
2023-09-08,Ahmedabad,Pune,511.34,2008.03,Container,Foggy,Medium,Electric,253.76,128.74,10.95,7118.55
2023-03-28,Chennai,Hyderabad,482.51,4180.85,Truck,Cloudy,Low,CNG,159.66,325.06,6.77,7861.0
2023-05-18,Ahmedabad,Lucknow,1023.37,528.74,Container,Clear,High,Diesel,437.73,1323.08,14.41,14349.01
2023-08-06,Hyderabad,Lucknow,1126.04,4915.34,Truck,Foggy,High,Petrol,557.98,1096.95,25.54,18008.83
2024-03-17,Chennai,Hyderabad,448.99,3353.03,Truck,Foggy,Medium,CNG,176.2,367.33,6.18,6648.41
2024-03-16,Delhi,Kolkata,1498.05,981.41,Truck,Stormy,High,CNG,617.81,1224.16,21.89,19110.5
2023-09-30,Bangalore,Chennai,309.77,4833.46,Truck,Rainy,Low,CNG,122.53,275.21,6.05,6063.18
2023-03-11,Hyderabad,Kolkata,1298.83,4694.13,Van,Stormy,Medium,Diesel,356.66,818.05,16.54,19881.12
2023-05-08,Mumbai,Hyderabad,627.96,1854.34,Container,Rainy,High,Petrol,362.9,854.56,13.7,7366.65
2023-11-18,Chennai,Ahmedabad,1377.45,3119.77,Van,Rainy,High,CNG,352.4,695.6,24.35,16937.64
2023-08-21,Delhi,Ahmedabad,866.41,705.84,Container,Cloudy,High,CNG,395.66,650.67,11.11,9269.12
2024-03-11,Mumbai,Bangalore,874.66,610.64,Container,Foggy,High,CNG,433.58,796.92,20.56,10574.68
2024-02-29,Chennai,Ahmedabad,1473.87,3574.83,Truck,Foggy,Medium,CNG,588.0,1133.22,28.71,19225.06
2023-11-17,Bangalore,Jaipur,1475.33,4987.06,Van,Clear,Low,Diesel,276.39,710.6,20.68,19042.4
2023-04-14,Delhi,Chennai,1696.88,1236.31,Van,Foggy,Low,Electric,274.08,106.91,21.26,24995.23
2023-05-09,Kolkata,Bangalore,1633.9,1493.46,Van,Clear,High,CNG,305.16,650.46,37.74,21418.13
2023-08-08,Bangalore,Mumbai,868.49,3445.3,Van,Cloudy,High,Petrol,199.24,434.29,13.12,12948.71
2023-09-23,Mumbai,Kolkata,1751.12,4746.27,Van,Clear,Low,Petrol,322.78,660.1,26.06,16495.93
2023-04-28,Hyderabad,Delhi,1358.11,2289.17,Van,Rainy,Medium,Diesel,287.9,689.02,24.55,18956.69
2023-07-15,Delhi,Bangalore,1792.06,1534.8,Van,Cloudy,Medium,Petrol,312.0,705.84,25.26,24551.75
2023-11-09,Bangalore,Chennai,234.73,4389.61,Truck,Stormy,High,Diesel,126.85,389.03,3.56,4795.73
2024-03-16,Chennai,Bangalore,322.58,1334.86,Van,Stormy,High,Electric,77.24,38.51,6.63,5272.61
2023-06-11,Bangalore,Delhi,1764.3,3969.15,Container,Foggy,Medium,Electric,1018.56,532.54,24.63,19159.14
2024-02-03,Delhi,Kolkata,1446.28,3317.99,Container,Stormy,High,CNG,1017.25,2093.36,18.63,13500.85
2024-01-18,Kolkata,Chennai,1394.25,4084.42,Container,Stormy,High,Petrol,1037.09,2565.53,25.04,19502.67
2023-11-23,Chennai,Jaipur,1562.21,1063.34,Van,Clear,Low,Electric,216.04,107.48,24.5,18806.44
2023-07-07,Mumbai,Pune,100.0,1402.36,Van,Rainy,Medium,Electric,19.67,11.61,1.62,1622.12
2023-05-15,Ahmedabad,Delhi,769.61,3118.87,Truck,Stormy,Low,Diesel,291.67,780.57,15.83,12686.53
2023-12-26,Pune,Lucknow,1255.89,1896.63,Van,Stormy,Medium,Electric,279.21,130.49,22.39,16626.53
2023-09-19,Jaipur,Bangalore,1546.53,826.01,Van,Clear,Medium,Diesel,240.68,643.38,20.13,23332.93
2023-06-08,Bangalore,Lucknow,1561.82,3200.09,Van,Foggy,High,Diesel,385.26,782.24,22.99,22075.0
2023-08-21,Chennai,Mumbai,1107.58,4370.55,Truck,Clear,Medium,Diesel,406.76,970.89,17.17,11472.55
2023-03-25,Bangalore,Delhi,1698.81,1589.2,Truck,Rainy,High,Diesel,682.51,1820.41,28.38,18508.01
2024-01-11,Jaipur,Kolkata,1596.88,3661.09,Truck,Cloudy,Low,CNG,509.02,985.27,21.16,23228.76
2023-05-15,Mumbai,Pune,113.9,1969.08,Van,Cloudy,High,Diesel,23.26,62.51,1.66,2355.52
2023-09-13,Delhi,Jaipur,202.89,2077.82,Van,Stormy,Medium,Diesel,45.79,123.19,2.73,2899.06
2023-04-27,Bangalore,Hyderabad,449.71,3053.93,Truck,Stormy,High,Diesel,220.47,574.25,6.46,5132.77
2024-04-16,Mumbai,Kolkata,1811.68,1400.68,Truck,Foggy,Medium,Electric,607.01,322.42,39.38,27002.59
2023-05-08,Mumbai,Lucknow,1313.39,642.14,Container,Foggy,Low,CNG,502.31,1064.58,23.18,17450.3
2023-04-02,Kolkata,Delhi,1513.89,4419.36,Container,Cloudy,Low,Diesel,716.27,1988.32,30.94,19786.55
2023-06-17,Mumbai,Ahmedabad,484.14,2027.53,Truck,Foggy,Medium,CNG,171.13,353.08,11.14,6434.77
2023-08-26,Hyderabad,Chennai,522.71,4177.84,Van,Stormy,Medium,Petrol,138.49,350.31,9.55,9826.61
2023-01-13,Chennai,Lucknow,1633.41,2868.81,Truck,Rainy,Low,Electric,560.53,260.95,33.12,18462.61
2023-02-23,Mumbai,Pune,106.47,771.58,Truck,Foggy,High,CNG,38.1,75.43,2.21,1970.31
2023-02-17,Pune,Jaipur,923.27,4423.03,Truck,Rainy,High,CNG,461.63,852.24,22.11,11093.68
2023-10-25,Jaipur,Pune,904.27,4053.64,Container,Cloudy,Medium,Diesel,479.54,1217.14,20.63,10106.07
2023-12-06,Pune,Delhi,1185.2,2999.14,Container,Stormy,Low,Electric,625.89,379.99,15.08,12945.52
2023-05-20,Kolkata,Pune,1625.28,4983.5,Van,Cloudy,Medium,Electric,367.57,197.63,32.94,26228.74
2023-08-27,Bangalore,Delhi,1749.06,1397.94,Truck,Clear,Low,Electric,443.02,224.17,33.28,16169.7
2024-03-12,Hyderabad,Chennai,491.87,637.94,Van,Cloudy,Medium,CNG,78.98,156.46,10.98,4796.62
2023-12-31,Kolkata,Mumbai,1749.37,4407.23,Truck,Cloudy,Low,Diesel,588.08,1313.08,35.04,20554.87
2023-01-16,Jaipur,Mumbai,974.51,2414.72,Container,Cloudy,Medium,Petrol,456.52,1146.64,12.48,14833.12
2024-02-16,Jaipur,Lucknow,511.4,4944.42,Truck,Clear,Medium,Diesel,195.31,446.78,7.13,6998.15
2023-12-18,Mumbai,Kolkata,1684.15,3763.66,Truck,Rainy,Medium,CNG,710.86,1655.11,25.83,22955.25
2024-04-07,Lucknow,Kolkata,1004.2,4553.16,Truck,Clear,Low,Petrol,324.76,747.31,15.25,15999.09
2023-03-28,Delhi,Pune,1104.77,3165.58,Truck,Clear,Medium,Diesel,371.7,939.11,14.35,13770.72
2023-03-30,Pune,Jaipur,1029.67,3799.01,Truck,Foggy,High,Electric,472.04,268.59,19.01,16683.65
2023-11-28,Kolkata,Hyderabad,1258.47,4590.65,Van,Rainy,Low,Petrol,275.43,592.62,24.29,15992.41
2023-03-12,Jaipur,Ahmedabad,532.71,4871.28,Truck,Clear,Medium,Electric,202.45,94.43,9.38,9093.8
2024-02-05,Jaipur,Chennai,1629.94,2715.25,Container,Stormy,Low,Electric,841.96,408.71,23.78,19870.13
2023-05-19,Ahmedabad,Hyderabad,934.21,2503.87,Container,Stormy,Medium,Electric,545.73,262.75,19.8,10810.89
2024-01-28,Chennai,Mumbai,944.68,3168.28,Van,Clear,Medium,CNG,178.82,355.08,14.91,10680.8
2024-01-27,Bangalore,Delhi,1729.04,4862.36,Truck,Rainy,Medium,Diesel,788.06,1875.53,21.65,18919.09
2024-02-17,Pune,Hyderabad,569.52,1963.36,Truck,Rainy,Low,CNG,181.69,308.57,8.19,6968.2
2023-10-16,Lucknow,Mumbai,1220.04,4864.19,Container,Cloudy,High,Petrol,773.56,1848.85,15.65,19337.98
2023-02-16,Ahmedabad,Lucknow,944.14,830.74,Van,Rainy,Medium,Diesel,176.39,459.86,22.35,11944.86
2024-02-17,Mumbai,Lucknow,1247.26,2016.51,Van,Clear,Medium,Petrol,215.45,433.83,27.58,17245.81
2024-02-01,Hyderabad,Mumbai,637.32,1619.21,Truck,Rainy,High,Petrol,256.71,666.16,14.34,8256.04
2023-06-22,Hyderabad,Delhi,1340.82,1251.69,Van,Foggy,High,Diesel,281.93,819.81,25.75,12633.08
2023-03-31,Bangalore,Ahmedabad,1289.58,2635.84,Container,Foggy,High,CNG,761.28,1657.42,18.88,16707.52
2023-06-07,Lucknow,Hyderabad,1104.25,3134.09,Truck,Stormy,Low,Electric,418.98,218.5,15.92,12677.57
2023-04-04,Bangalore,Mumbai,841.14,1003.64,Container,Stormy,Medium,Diesel,432.41,1202.86,13.12,12653.98
2023-03-14,Lucknow,Chennai,1526.06,2890.26,Container,Stormy,Low,Electric,799.15,398.09,28.66,14484.8
2023-08-17,Hyderabad,Pune,522.61,4702.44,Truck,Clear,High,CNG,221.97,386.06,12.92,7299.19
2023-01-25,Delhi,Pune,1190.35,687.08,Van,Clear,High,Diesel,206.72,443.31,21.47,15970.56
2023-02-21,Bangalore,Ahmedabad,1254.19,4405.63,Van,Foggy,Medium,Electric,298.68,156.1,17.14,19160.86
2023-05-31,Lucknow,Chennai,1579.54,2699.81,Truck,Foggy,Low,Diesel,512.64,975.97,38.71,16873.49
2024-01-10,Delhi,Bangalore,1703.6,634.88,Van,Rainy,Medium,Petrol,312.53,751.06,39.62,25177.87
2023-08-09,Delhi,Pune,1241.83,1408.34,Container,Stormy,Medium,Diesel,661.87,1589.36,15.98,12073.07
2024-05-13,Pune,Bangalore,756.46,2496.88,Truck,Clear,Medium,Petrol,241.59,521.75,15.89,10991.92
2023-02-19,Jaipur,Kolkata,1467.24,3616.82,Container,Cloudy,Medium,Petrol,753.9,1779.38,34.95,19418.85
2023-02-14,Ahmedabad,Bangalore,1245.68,3280.31,Truck,Cloudy,Low,Electric,386.0,231.67,24.06,17378.23
2023-03-29,Lucknow,Ahmedabad,1031.99,636.74,Truck,Clear,Low,Petrol,243.93,622.69,15.75,15632.48
2024-04-03,Ahmedabad,Delhi,816.53,3544.31,Van,Foggy,Medium,Electric,182.83,95.52,12.29,8825.32
2023-04-06,Jaipur,Pune,987.78,2272.39,Truck,Cloudy,Medium,CNG,325.29,558.92,17.08,10858.99
2023-03-19,Ahmedabad,Kolkata,1715.1,3460.3,Truck,Cloudy,High,Diesel,700.27,1932.38,24.47,23464.34
2023-10-11,Delhi,Pune,1183.21,4418.39,Container,Foggy,High,Petrol,797.02,1901.65,27.88,14881.08
2023-09-01,Jaipur,Pune,972.87,3823.02,Container,Foggy,High,Petrol,628.28,1659.61,18.73,12383.17
2023-03-03,Mumbai,Lucknow,1231.21,1971.65,Container,Stormy,High,Petrol,778.44,1971.55,15.79,14705.57
2023-02-10,Bangalore,Kolkata,1653.81,3930.28,Truck,Rainy,Low,Electric,614.35,324.68,20.79,20236.08
2023-10-12,Bangalore,Hyderabad,484.92,4180.25,Van,Clear,Low,Electric,85.95,48.89,8.68,7076.47
2023-02-27,Kolkata,Lucknow,956.29,525.91,Van,Clear,High,Electric,163.57,73.37,16.9,8905.35
2024-03-20,Lucknow,Delhi,419.04,2282.78,Truck,Stormy,Low,CNG,148.69,246.92,6.82,5502.37
2023-01-20,Pune,Kolkata,1627.68,2519.12,Van,Foggy,High,Electric,380.8,219.96,34.71,18872.39
2023-01-26,Lucknow,Pune,1181.91,1522.71,Truck,Foggy,Medium,Petrol,400.24,802.23,16.93,17835.02
2024-03-07,Hyderabad,Mumbai,658.76,3506.96,Van,Cloudy,Medium,CNG,134.3,242.31,11.04,10233.91
2024-02-01,Delhi,Kolkata,1388.88,2209.04,Truck,Cloudy,High,Electric,514.36,315.11,19.02,14834.91
2024-01-15,Pune,Delhi,1189.38,2656.32,Truck,Foggy,Low,Electric,384.69,214.01,20.03,15143.36
2023-12-30,Hyderabad,Mumbai,580.8,3110.78,Container,Rainy,Low,CNG,285.55,462.82,9.64,6753.28
2023-05-08,Jaipur,Mumbai,1044.29,3941.97,Truck,Rainy,Low,Diesel,388.25,1115.97,25.27,10694.93
2023-11-22,Hyderabad,Chennai,546.72,4799.86,Van,Cloudy,Medium,Electric,122.13,66.28,7.11,9380.59
2024-05-06,Chennai,Pune,920.74,4671.66,Van,Stormy,Medium,Petrol,252.45,606.01,12.31,13484.33
2023-05-26,Hyderabad,Pune,491.46,2686.42,Truck,Cloudy,High,Diesel,189.12,492.63,11.96,5445.69
2023-05-18,Lucknow,Chennai,1486.11,1882.8,Truck,Rainy,High,Petrol,612.19,1274.96,22.5,18169.88
2023-04-25,Mumbai,Jaipur,936.86,1900.88,Truck,Rainy,High,Diesel,386.51,1180.05,18.7,13725.05
2023-05-10,Kolkata,Hyderabad,1314.11,1726.81,Van,Foggy,Medium,Electric,254.75,137.22,26.97,14155.66
2023-10-15,Jaipur,Pune,906.72,1315.17,Container,Clear,Low,CNG,320.62,608.02,13.76,11777.01
2023-11-24,Kolkata,Delhi,1374.83,2863.24,Van,Clear,Medium,CNG,254.22,520.36,25.94,15094.93
2024-02-17,Kolkata,Chennai,1354.36,3052.9,Truck,Stormy,Low,Diesel,510.71,1412.46,18.23,20040.78
2023-12-02,Pune,Hyderabad,599.03,2976.02,Container,Rainy,High,Diesel,378.93,1007.91,10.0,7519.76
2023-06-25,Pune,Ahmedabad,525.96,4781.32,Van,Clear,High,Petrol,126.33,279.3,7.62,7417.02
2024-03-08,Jaipur,Ahmedabad,620.54,4478.93,Container,Cloudy,High,CNG,383.25,772.06,13.26,10060.28
2024-01-15,Jaipur,Bangalore,1525.28,3249.41,Van,Clear,Medium,Petrol,290.51,626.58,30.3,22457.58
2023-04-25,Bangalore,Pune,800.1,4550.1,Container,Clear,Low,CNG,363.8,684.53,11.47,10395.77
2024-03-11,Hyderabad,Pune,466.96,4012.36,Van,Stormy,Medium,Electric,122.28,56.9,10.44,5917.35
2024-03-20,Lucknow,Delhi,514.0,2406.82,Van,Rainy,High,Diesel,124.35,314.59,7.65,7221.76
2023-07-29,Pune,Mumbai,100.0,3307.37,Truck,Rainy,Low,CNG,35.49,70.76,1.26,3078.68
2023-06-20,Ahmedabad,Bangalore,1358.36,1256.06,Van,Rainy,Low,Electric,229.35,100.48,20.82,13176.23
2023-10-23,Mumbai,Delhi,1198.77,1475.33,Van,Cloudy,Low,Petrol,180.55,434.33,16.98,14436.05
2023-07-26,Delhi,Chennai,1830.51,2960.14,Container,Foggy,High,Electric,1108.34,644.13,32.02,22241.31
2024-05-01,Mumbai,Delhi,1139.21,3175.14,Container,Rainy,High,CNG,731.7,1225.05,28.08,13270.69
2023-04-26,Jaipur,Chennai,1629.47,1113.98,Truck,Clear,High,Petrol,523.17,1208.28,24.05,17520.48
2023-03-27,Bangalore,Delhi,1706.98,2426.9,Van,Stormy,High,CNG,448.11,1011.83,40.06,15415.55
